,text,label
1245,"`` The bond gathered subscriptions from some 400 investors and the issued amount can be considered substantial taking into account the main target group -- retail investors , '' Citycon CFO Eero Sihvonen said .",neutral
4105,"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .",negative
1138,The availability of the Internet services is highlighted in the service offer of Kesko 's K-Group stores .,neutral
3342,The expansion is to be finalized in the autumn of 2009 .,neutral
632,"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 .",positive
3457,"Unlisted British Biologicals makes B - and D - proteins , and other disease-specific supplements that cover diabetes , hepatitis , asthma and other cardiovascular ailments .",neutral
1144,The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .,neutral
37,"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",positive
982,"`` Every partner will be allowed to buy a quantity of electricity corresponding to their share in the consortium , at production cost , '' a letter of intent said .",neutral
2705,"The Apple Inc. iPhone wo n't change the game plan for Verizon Communications Inc. , Chief Executive Ivan Seidenberg said Wednesday .",neutral
3217,"Our customers include companies in the energy and process industry sectors , in particular .",neutral
616,"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .",positive
3925,Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,negative
1441,"The company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago .",positive
3719,The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations .,neutral
1362,"The construction of a large woodworking facility in the Sheksna district of the Vologda Region , in northwest Russia , will begin in 2009 , and the plant will start production in 2011 .",neutral
2956,"Through the Nordic Exchange , OMX offers access to approximately 80 percent of the Nordic and Baltic securities market .",neutral
3066,"CapMan , the Stockholm-headquartered private equity firm , has held a first close on its second private equity real estate fund as it continues its push into the property sector .",neutral
2763,"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 .",negative
992,About Dopplr Dopplr is a service for smart travellers .,neutral
4095,Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,negative
549,"ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",neutral
2106,"Maximum amount of terminations in Finland is 40 employees , the company added .",neutral
535,"Progress Group , QPR 's representative in Saudi Arabia and North Africa , has signed a framework agreement for a long term strategic relationship with ISE .",positive
1316,"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers .",neutral
3685,"The chilled meat products category led the meat , fish and poultry market in Finland , accounting for a share of 31.4 % .",neutral
1654,"According to Finnish insurance companies Tapiola , Local Insurance Group ( L+ñhivakuutus ) , and Pohjola the two fierce storms at the end of July and in the beginning of August 2010 that felled trees around Finland have speeded up sales of forest insurance .",positive
1231,"www.countryelements.co.uk Designed by Patricia Burt , this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes .",neutral
2923,The value of the order is EUR 4mn .,neutral
2747,"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia .",neutral
800,"The planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .",positive
4119,"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .",negative
3178,"ADP News - Jan 13 , 2009 - Finnish industrial and environmental measurement equipment maker Vaisala Oyj OMX : VAIAS said yesterday it will develop an operational reference radiosonde for climate change observations .",neutral
1809,"Nokia bought Chicago-based Navteq in 2008 , acquiring a maps database to compete with Google s maps as well as with navigation device companies such as TomTom NV and Garmin Ltd. .",positive
2670,"So far as is known , he did not sell shares that he owns personally .",neutral
1956,"Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",neutral
1158,"The dividend will be paid on April 15 , 2008 to each of the shareholders who on the record date of April 8 , 2008 have been entered in the list of shareholders kept by the Finnish Central Securities Depository Ltd. .",neutral
2420,"Cargotec 's brands , Hiab , Kalmar and MacGREGOR , are global market leaders in their fields and their solutions are used on land and at sea - wherever cargo is on the move .",neutral
1309,The fine print is here .,neutral
1165,"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .",neutral
643,"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",negative
3616,"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland .",negative
2693,"Teollisuuden Voima Oyj , the Finnish utility known as TVO , said it shortlisted Mitsubishi Heavy s EU-APWR model along with reactors from Areva , Toshiba Corp. , GE Hitachi Nuclear Energy and Korea Hydro & Nuclear Power Co. .",neutral
235,Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007 .,positive
2738,The company 's board of directors would propose a dividend of EUR0 .15 per share for 2005 .,neutral
2677,"Stockholm , 3 March 2011 About Cybercom The Cybercom Group is a high-tech consultancy that offers global sourcing for end-to-end solutions .",neutral
1719,`` The announced investment of the carmaker Hyundai for example sounds optimistically for us as of course new cars mean new tires . '',positive
2435,"Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space .",neutral
178,"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",positive
1893,"AUSTIN , Texas , Sept. 6 -- Texas Department Of Transportation awards contract for Teleste Video Compression and Distribution Equipment .",positive
1740,Cramo Group 's financial targets for 2010-2013 are sales growth higher than 10 percent per year ; return on equity above 15 percent .,positive
1545,After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .,positive
1536,- I am pleased that Bjorn Wahlroos has accepted the nomination .,positive
3403,"The Tekla Structures product box , if needed , is now made from recycled material .",neutral
